E043DB	Shenzhen ViewAt
640E94	Pluribus Networks
6CE983	Gastron
0CB4EF	Digience
D0DB32	Nokia
609084	DSSD
A4E731	Nokia
0808EA	Amsc
C05E79	Shenzhen Huaxun ARK
A4934C	Cisco
E85484	NEO Information Systems
74AE76	iNovo Broadband
60B933	Deutron
38EE9D	Anedo
80CEB1	Theissen Training Systems
3C3888	ConnectQuest
08BE09	Astrol
D8B8F6	Nantworks
6044F5	Easy Digital
AC51EE	Cambridge Systems
10E4AF	APR
B0BD6D	Echostreams Innovative Solutions
F0D14F	Linear
AC3D75	Hangzhou Zhiway
141A51	Treetech Sistemas Digitais
845787	DVR C&C
F436E1	Abilis Systems SARL
587FC8	S2M
C49805	Minieum Networks
90F4C1	Rand McNally
18193F	Tamtron
F8F7FF	SYN-Tech Systems
F473CA	Conversion Sound
00E8AB	Meggitt Training Systems
18421D	Private
C401B1	SeekTech
1C5FFF	Beijing Ereneben Information. Shenzhen Branch
C0C946	Mitsuya Laboratories
ACC2EC	CLT Int'l
702F4B	PolyVision
741489	SRT Wireless
94CA0F	Honeywell Analytics
848D84	Rajant
D8337F	Office FA.com
7CEF8A	Inhon
84AF1F	Beat System
100D2F	Online Security
980284	Theobroma Systems
E03C5B	Shenzhen Jiaxinjie
645563	Intelight
C467B5	Libratone
A4EF52	Telewave
F4044C	ValenceTech
1CBBA8	OJSC Ufimskiy Zavod Promsvyaz
506028	Xirrus
24B657	Cisco
940B2D	NetView
306E5C	Validus
E843B6	QNAP Systems
5CC9D3	Palladium Energy Eletronica DA Amazonia
407B1B	Mettle Networks
64E161	DEP
C8A620	Nebula
989080	Linkpower Network System
0064A6	Maquet CardioVascular
3C4E47	Etronic
C8F9F9	Cisco
F0F755	Cisco
B01C91	Elim
846AED	Wireless Tsukamoto
D8E952	Keopsys
3CB9A6	Belden Deutschland
3440B5	IBM
90D74F	Bookeen
905682	Lenbrook
CC6DEF	TJK Tietolaite
3CE624	LG Display
D8F0F2	Zeebo
B0CF4D	MI-Zone Ireland
143605	Nokia
B87424	Viessmann Elektronik
C81AFE	DLOGIC
9C53CD	ENGICAM s.r.l
DCC101	SOLiD
AC6FBB	TATUNG
1803FA	IBT Interfaces
608645	Avery Weigh-Tronix
541DFB	Freestyle Energy
9CF67D	Ricardo Prague
A0E201	AVTrace
04EE91	x-fabric
183825	Wuhan Lingjiu High-tech
5404A6	ASUS
F83376	Good Mind Innovation
C46044	Everex
645422	Equinox Payments
D412BB	Quadrant Components
40E793	Shenzhen Siviton
2C67FB	ShenZhen Zhengjili
D89760	C2 Development
1CB17F	NEC Platforms
942E17	Schneider Electric Canada
B89674	AllDSP
6CA682	EDAM Information
48A22D	Shenzhen Huaxuchang Telecom
50ED94	Egatel SL
B87447	Convergence
70A66A	Prox Dynamics
DC175A	Hitachi High-Technologies
5C076F	Thought Creator
3C0FC1	KBC Networks
58E636	EVRsafe
90D11B	Palomar Medical
CC60BB	Empower RF Systems
24497B	Innovative Converged Devices
ECBD09	FUSION
54847B	Digital Devices
705CAD	Konami Gaming
788973	CMC
DCCE41	FE Global Hong Kong
4C774F	Embedded Wireless
203706	Cisco
7C4C58	Scale Computing
FCC23D	Atmel
7C1E52	Microsoft
DCB4C4	Microsoft XCG
74FDA0	Compupal
C029F3	XySystem
48F317	Private
B07D62	Dipl.-Ing. H. Horstmann
68974B	Shenzhen Costar
B8BB6D	ENERES
645DD7	Shenzhen Lifesense Medical
D45AB2	Galleon Systems
C40142	MaxMedia
A06E50	Nanotek Elektronik Sistemler Sti
182C91	Concept Development
EC4670	Meinberg Funkuhren
B40B7A	Brusa Elektronik
BC764E	Rackspace US
C4EEAE	VSS Monitoring
2437EF	EMC
D4F63F	IEA S.R.L
4C0289	LEX Computech
E435FB	Sabre
00CD90	MAS Elektronik
A8BD1A	Honey Bee
ACCC8E	Axis
187C81	Valeo Vision Systems
DC1EA3	Accensus
A40130	ABIsystems
68F125	Data Controls
706F81	Private
30E4DB	Cisco
742B0F	Infinidat
280CB8	Mikrosay Yazilim ve Elektronik A.S
A06CEC	RIM
443EB2	DEOTRON
8CB82C	IPitomy
807DE3	Chongqing Sichuan Instrument Microcircuit
1C8E8E	DB & Systems
F0022B	Chrontel
0C924E	Rice Lake Weighing Systems
40040C	A&T
A0165C	Triteka
90B97D	Johnson Outdoors Marine
8821E3	Nebusens
B0F1BC	Dhemax Ingenieros
3C096D	Powerhouse Dynamics
CC501C	KVH
AC6FD9	Valueplus
A4E391	Deny Fontaine
04A82A	Nokia
48D8FE	ClarIDy Solutions
70B265	Hiltron s.r.l
84D9C8	Unipattern
1C955D	I-LAX
94AAB8	Joview
18B3BA	Netlogic
F43E9D	Benu Networks
6469BC	Hytera
64094C	Beijing Superbee Wireless
F0AE51	Xi3
782EEF	Nokia
78510C	LiveU
306118	Paradom
C84529	IMK Networks
A88CEE	MicroMade Galka i Drozdz sp.j
204005	feno
6C81FE	Mitsuba
E8F928	Rftech SRL
703AD8	Shenzhen Afoundry
4C98EF	Zeo
DCA6BD	Beijing Lanbo
58E808	Autonics
8058C5	NovaTec Kommunikationstechnik
C0EAE4	Sonicwall
F8A9DE	Puissance Plus
D4F027	Navetas Energy Management
5C0CBB	CELIZION
B8871E	Good Mind
F8EA0A	Dipl.-Math. Michael Rauch
BC5FF4	ASRock Incorporation
A4B36A	JSC SDO Chromatec
905F8D	modas
E0C922	Jireh Energy
28401A	C8 MediSensors
DC3C84	Ticom Geomatics
E8CC32	Micronet
9C6ABE	QEES ApS
3429EA	MCD
D43AE9	DONGGUAN ipt
ACC935	Ness
7C4A82	Portsmith
2C0033	EControls
E0F211	Digitalwatt
0432F4	Partron
AC199F	Sungrow Power Supply
1CAA07	Cisco
308CFB	Dropcam
CCF841	Lumewave
701404	Limited Liability
1C35F1	NEW Lift Neue Elektronische Wege Steuerungsbau
CCD9E9	SCR
F0DB30	Yottabyte
9C31B6	Kulite Semiconductor
5C6A7D	Kentkart EGE Elektronik SAN. VE TIC. STI
04FF51	Novamedia Innovision SP. Z O.O
FCD4F2	Coca Cola
C471FE	Cisco
340804	D-Link
B44CC2	NR Electric
084EBF	Broad Net Mux
48CB6E	Cello
EC3BF0	NovelSat
A86A6F	RIM
4022ED	Digital Projection
0817F4	IBM
C4D489	JiangSu Joyque Information
1C7C11	EID
B0B32B	Slican Sp. z o.o
5842E4	Baxter
8CA048	Beijing NeTopChip
804F58	ThinkEco
B06563	Shanghai Railway Factory
349A0D	ZBD Displays
A0B5DA	HongKong THTF
CCCD64	SM-Electronic
E82877	TMY
AC8112	Gemtek
6CA906	Telefield
3C02B1	Creation
E46C21	messMa
0470BC	Globalstar
E05FB9	Cisco
081735	Cisco
20FECD	System In Frontier
94D019	Cydle
2CA157	acromate
70DDA1	Tellabs
30EB25	Intek Digital
BC3E13	Accordance Systems
0455CA	BriView
D45D42	Nokia
BC2846	NextBIT Computing
4425BB	Bamboo
B8A8AF	Logic S.p.A
648125	Alphatron Marine
042605	GFR Gesellschaft f?r Regelungstechnik und Energieeinsparung mbH
9C645E	Harman Consumer Group
78CD8E	SMC Networks
144C1A	Max
BC6E76	Green Energy Options
108CCF	Cisco
74E06E	Ergophone
18AF9F	DIGITRONIC Automationsanlagen
EC4644	TTK SAS
DCD87F	Shenzhen JoinCyber Telecom Equipment
B08991	LGE
44DCCB	Semindia Systems
90D92C	HUG-Witschi
B428F1	E-Prime
B4749F	Askey
AC2FA8	Humannix
7C4AA8	MindTree Wireless
C8A70A	Verizon Business
304EC3	Tianjin Techua
BC4377	Hang Zhou Huite
A81B18	XTS
04E2F8	AEP Ticketing solutions srl
8C5105	Shenzhen ireadygo Information
28E297	Shanghai InfoTM Microelectronics
D093F8	Stonestreet One
1C334D	ITS Telecom
609E64	Vivonic
D44F80	Kemper Digital
34684A	Teraworks
0CC6AC	Dags
D82A7E	Nokia
5CBD9E	Hongkong Miracle Eagle
743889	ANNAX Anzeigesysteme
647FDA	TEKTELIC
90610C	Fida
3C5F01	Synerchip
708B78	citygrow
74CD0C	Smith Myers
B8EE79	YWire
40C245	Shenzhen Hexicom
7076F0	LevelOne
48C8B6	SysTec
9C4563	DIMEP Sistemas
E42771	Smartlabs
0876FF	Thomson Telecom Belgium
401D59	Biometric Associates
4C2C80	Beijing Skyway
08D29A	Proformatique
90D852	Comtec
28061E	Ningbo Global Useful Electric
4037AD	Macro Image
64E8E6	global moisture management System
34A183	AWare
588D09	Cisco
342109	Jensen Scandinavia
08FAE0	Fohhn Audio
506F9A	Wi-Fi Alliance
7CF098	Bee Beans
9C7514	Wildix srl
BC7DD1	Radio Data Comms
28068D	ITL
F0D767	Axema Passagekontroll
A4AE9A	Maestro Wireless Solutions
5CD135	Xtreme Power Systems
9C28BF	Continental Automotive Czech Republic s.r.o
206FEC	Braemac CA
64A232	OOO Samlight
A082C7	P.T.I
F41F0B	YAMABISHI
447C7F	Innolight
FC75E6	Handreamnet
20B0F7	Enclustra
4013D9	Global ES
F4DC4D	Beijing CCD Digital
F8B599	Guangzhou CHNAVS Digital
7C3920	Ssoma Security
9C77AA	Nadasnv
D8B6C1	NetworkAccountant
58D08F	IEEE 1904.1 Working Group
3C99F7	Lansentechnology
94E711	Xirka Dama Persada PT
507D02	Biodit
F44227	S & S
D4CBAF	Nokia
CC09C8	Imaqliq
C4B512	General Electric Digital Energy
E02538	Titan Pet
CC7A30	CMAX Wireless
D8760A	Escort
6063FD	Transcend Beijing
E08A7E	Exponent
80C6CA	Endian s.r.l
E80462	Cisco
70B08C	Shenou Equipment
F0E5C3	Dr?gerwerk &. aA
446132	ecobee
A4B2A7	Adaxys Solutions
F455E0	Niceway CNC. LtdHunan Province
AC4FFC	SVS-VISTEK
FC7CE7	FCI USA
145412	Entis
807D1B	Neosystem
14FEAF	Sagittar
7CB542	ACES
40CD3A	Z3
045D56	camtron
AC83F0	ImmediaTV
6CE0B0	SOUND4
00336C	SynapSense
E446BD	C&C Technic Taiwan
7415E2	Tri-Sen Systems
F0BDF1	Sipod
288915	CashGuard Sverige
40618E	Stella-Green
9C4E20	Cisco
408493	Clavister
1C3A4F	AccuSpec
58E747	Deltanet
D87533	Nokia
ECFE7E	BlueRadios
7C6F06	Caterpillar Trimble Control
7C7673	ENMAS
6C6F18	Stereotaxis
003532	Electro-Metrics
44376F	Young Electric Sign
8C640B	Beyond Devices d.o.o
F04335	DVN
A479E4	KLINFO
003CC5	WONWOO
E85E53	Infratec Datentechnik
C848F5	MEDISON Xray
1C17D3	Cisco
ACBE75	Ufine
D87157	Lenovo Mobile
806629	Prescope
90F278	Radius Gateway
68CA00	Octopus Systems
4C3089	Thales Transportation Systems
0C7D7C	Kexiang Information
70D880	Upos System sp. z o.o
0CC9C6	Samwin Hong Kong
B45861	CRemote
B8653B	Bolymin
B0973A	E-Fuel
A05DC1	TMCT
E0CA4D	Shenzhen Unistar
E497F0	Shanghai VLC
204E6B	Axxana
50F003	Open Stack
0C17F1	Telecsys
98BC99	Edeltech
E8E1E2	Energotest
FC683E	Directed Perception
6C1811	Decatur
94592D	EKE
9CC077	PrintCounts
A85BB0	Shenzhen Dehoo
089F97	Leroy Automation
4C5DCD	Oy Finnish Electric Vehicle
10090C	Janome Sewing Machine
ECB106	Acuro Networks
7C2E0D	Blackmagic Design
08F6F8	GET
6CDC6A	Promethean
9055AE	Ericsson
2C3A28	Fagor Electr?nica
90A7C1	Pakedge Device and
80F593	IRCO Sistemas de Telecomunicaci?n S.A
6CFDB9	Proware
6CFFBE	MPB
583CC6	Omneality
0097FF	Heimann Sensor
34BA51	Se-Kure Controls
44A8C2	Sewoo
8CD628	Ikor Metering
481BD2	Intron Scientific
009363	Uni-Link
64DB18	OpenPattern
580556	Elettronica GF S.r.L
88B627	Gembird
D41F0C	JAI
3C4C69	Infinity System S.L
44E49A	Omnitronics
74F07D	BnCOM
1065A3	Core Brands
20415A	Smarteh d.o.o
703C39	SEAWING Kft
14A86B	ShenZhen Telacom Science&Technology
0CC3A7	Meritec
4C322D	Teledata Networks
B8B1C7	BT&CoM
A0BFA5	Coresys
D411D6	ShotSpotter
7CCB0D	Antaira
ECE9F8	Guang Zhou TRI-SUN
9CAFCA	Cisco
34CE94	Parsec
ACE9AA	Hay Systems
082AD0	SRD Innovations
24828A	Prowave
6C0F6A	JDC
6CF049	Giga-Byte
D4C766	Acentic
48EB30	Eterna
207C8F	Quanta Microsystems
F8472D	X2gen Digital
8C598B	C
64F970	Kenade
A04025	Actioncable
78998F	Mediline Italia SRL
40ECF8	Siemens
F04BF2	JTECH
A8CB95	East Best
C8D1D1	AGAiT
3CF52C	DSPECIALISTS
040EC2	ViewSonic Mobile China
5403F5	EBN
7C2F80	Gigaset
446C24	Reallin
A0593A	V.D.S. Video Display Systems srl
A8F94B	Eltex
906DC8	DLG Automa??o
48343D	IEP
C8C13C	RuggedTek Hangzhou
609F9D	CloudSwitch
0CE936	ELIMOS srl
A4DE50	Total Walther
701AED	Advas
64C6AF	AXERRA Networks
D8D67E	GSK CNC Equipment
A4E7E4	Connex
AC583B	Human Assembler
A05DE7	DIRECTV
10CA81	Precia
003A98	Cisco
003A9A	Cisco
ACBEB6	Visualedge
40A6A4	PassivSystems
903D6B	Zicon
7C3BD5	Imago Group
B894D2	Retail Innovation HTT
DCE71C	AUG Elektronik
88A5BD	Qpcom
DC3350	TechSAT
00271E	Xagyl
002716	Adachi-Syokai
002715	Rebound Telecom
00270A	IEE S.A
002674	Electronic Solutions
00266E	Nissho-denki
00265B	Hitron
002661	Irumtek
002657	OOO NPP Ekra
00264E	Rail & Road Protec
0025E6	Belgian Monitoring Systems bvba
0025E1	Shanghai Seeyoo
0025DB	ATI
0025D5	Robonica
0025C9	Shenzhen Huapu Digital
0025CE	InnerSpace
0025C2	RingBell
0026A0	moblic
00269A	Carina System
002694	Senscient
002693	QVidium
00268D	CellTel S.p.A
00268E	Alta Solutions
002687	Corega K.K
002681	Interspiro
00267B	GSI Helmholtzzentrum f?r Schwerionenforschung
0025BB	INNERINT
0025B6	Telecom FM
0025AF	CoMFILE
0025AA	Beijing Soul
0025A9	Shanghai Embedway Information
0025A3	Trimax Wireless
00259C	Cisco-Linksys
002580	Equipson S.A
00257C	Huachentel Development
002575	FiberPlex
002576	Neli
002570	Eastern
002563	Luxtera
002704	Accelerated Concepts
0026FE	MKD
0026F8	Golden Highway Development
0026EB	Advanced Spectrum
0026E5	AEG Power Solutions
0026DF	TaiDoc
0026D8	Magic Point
0026D2	Pcube Systems
0026C5	Guangdong Gosun Telecom
0026C0	EnergyHub
0026BF	ShenZhen Temobi Science&Tech Development
0026B7	Kingston
0026A6	Trixell
00263C	Bachmann
002630	Acorel S.A.S
002629	Juphoon System
00262A	Proxense
002624	Thomson
00261D	CoP Security System
002611	Licera
002617	OEM Worldwide
00260A	Cisco
0025FE	Pilot
002605	CC Systems
002604	Audio Processing
0025F4	KoCo Connector
0025EB	Reutech Radar Systems
00242A	Hittite Microwave
00241D	Giga-Byte
002417	Thomson Telecom Belgium
002418	Nextwave Semiconductor
002411	PharmaSmart
00240B	Virtual
00240A	US Beverage Net
0024B8	free alliance sdn bhd
0024BD	Hainzl
0024B3	Graf-Syteco
0024A7	Advanced Video
0024AC	Hangzhou DPtech
00255D	Morningstar
002551	SE-Elektronic
00254A	RingCube
002543	Moneytech
002544	LoJack
002539	IfTA
00253B	din Dietmar Nocker Facilitymanagement
00250B	Centrofactor
002504	Valiant
0024FD	Accedian Networks
0024F8	Technical Solutions
0024F1	Shenzhen Fanhai Sanjiang
0024EC	United Information
00249B	Action Star
002499	Aquila
002488	Centre For Development Of Telematics
002494	Shenzhen Baoxin
00247A	FU YI CHENG
002475	Compass System
00246E	Phihong USA
002467	AOC
002469	Smart Doorphones
002462	Rayzone
002458	PA Bastion CC
00245D	Terberg besturingstechniek B.V
002455	MuLogic
002450	Cisco
00244B	Perceptron
00253A	CEVA
002531	Cloud Engines
00252F	Energy
00252A	Chengdu GeeYa
002521	Logitek
00251C	EDT
002517	Venntis
002510	Pico-Tesla Magnetic Therapies
0024E5	Seer
0024E0	DS
0024DE	GLOBAL
0024D9	BICOM
0024CB	Autonet Mobile
0024CD	Willow Garage
0024C6	Hager
00243A	Ludl
002434	Lectrosonics
00242E	Datastrip
002296	LinoWave
00228F	Cnrs
002290	Cisco
00228A	Teratronik elektronische Systeme
00227E	Chengdu 30Kaitian
00227D	YE Data
002278	Shenzhen Tongfang Multimedia
002272	American Micro-Fuel Device
002271	J?ger Computergesteuerte Messtechnik
00226E	Gowell
002358	Systel
002357	Pitronot and
002352	DATASENSOR S.p.A
00234B	Inyuan
002346	Vestac
00233F	Purechoice
002338	OJ-Electronics
002333	Cisco
00232F	Advanced Card Systems
00232A	eonas IT-Beratung und -Entwicklung
0022C1	Active Storage
0022C2	Proview Eletr?nica do Brasil
0022BC	JDSU France SAS
0022B5	Novita
0022A2	Xtramus
00229D	Pyung-HWACo
002327	Shouyo
002323	Zylin
00231A	ITF
002311	Gloscom
00230C	Clover
002305	Cisco
0022FF	Nivis
0022FE	Advanced Illumination
002300	Cayee
0022F6	Syracuse
0022F9	Pollin
0023AD	Xmark
0023A7	Redpine Signals
0023A1	Trend
0023A6	E-Mon
00239A	EasyData Hardware
002394	Samjeon
002390	Algolware
002386	Tour & Andersson
002405	Dilog Nordic
0023F5	Wilo SE
0023FE	Biodevices
0023F0	Shanghai Jinghan Weighing Apparatus
0023EB	Cisco
0023E5	IPaXiom Networks
0023E6	Pirkus
0023D9	Banner
0023D3	AirLink WiFi Networking
0023D8	Ball-It
0023C6	SMC
0023C0	Broadway Networks
0023B3	Lyyn
0022F5	Advanced Realtime Tracking
0022EF	iWDL
0022E8	Applition
0022E3	Amerigon
0022D5	Eaton. Electrical Group Data Center Solutions - Pulizzi
0022DC	Vigil Health Solutions
0022D6	Cypak
0022D0	Polar
0022CB	IONODES
0022C6	Sutus
002380	Nanoteq
00237A	RIM
002377	Isotek
002371	SOAM Systel
00236A	SmartRG
00235E	Cisco
00225A	Garde Security
002254	Bigelow Aerospace
002251	Lumasense
00224B	Airtech
002245	Leine & Linde
002242	Alacron
00223B	Communication Networks
002146	Sanmina-SCI
00213D	Cermetek Microelectronics
00213E	TomTom
002135	Alcatel-Lucent
00213A	Winchester Systems
002130	Keico Hightech
00217E	Telit s.p.a
002178	Matuschek Messtechnik
002172	Seoultek Valley
002166	NovAtel
002165	Presstek
00215F	IHSE
002153	SeaMicro
002158	Style Flying
0021AC	Infrared Integrated Systems
0021A5	ERLPhase Power
00219F	Satel
00218A	Electronic Design and Manufacturing
00218B	Wescon
002185	Micro-Star
001FF9	Advanced Knowledge Associates
001FF2	VIA
001FED	Tecan Systems
001FE6	Alphion
001FE0	EdgeVelocity
001FDA	Nortel Networks
002209	Omron Healthcare
002203	Glensound
002200	IBM
0021F6	Oracle
0021F0	EW3
0021EA	Bystronic Laser
0021E3	SerialTek
0021DE	Firepro Wireless
0021DD	Northstar Systems
0021D7	Cisco
002235	Strukton Systems
002234	Corventis
00222F	Open Grid Computing
002228	Breeze Innovations
002222	Schaffner Deutschland
00221C	Private
00220F	MoCA
00212B	MSA Auer
00211D	Dataline
002124	Optos
002118	Athena
002111	Uniphone
002107	Seowonintech
002101	Aplicaciones
002102	UpdateLogic
0021D0	Global Display Solutions
0021CB	SMS Tecnologia Eletronica
0021C4	Consilium
0021B8	Inphi
0021B1	Digital Solutions
001F7B	TechNexion
001F7C	Witelcom
001F79	Lodam
001F74	Eigen Development
001F6F	Fujian Sunnada
001F63	JSC Goodwin-Europa
001F6A	PacketFlux
001F69	Pingood
001F57	Phonik Innovation
001F21	Inner Mongolia Yin An Science & Development
001F22	Source Photonics
001F1C	KOBISHI ELECTRIC
001F15	Bioscrypt
001F10	Toledo DO Brasil de Balancas
001F0C	Intelligent Digital
001F07	AZTEQ Mobile
001FAA	Taseon
001FA5	Blue-White
001FA0	A10 Networks
001F99	SERONICS
001F9B	Posbro
001F94	Lascar
001F8D	Ingenieurbuero Stark und Ko
001F89	Signalion
001ED0	Ingespace
001ECB	RPC Energoautomatika
001EC4	Celio
001EBE	Cisco
001EBD	Cisco
001EB1	Cryptsoft
001EA6	Best IT World
001EAC	Armadeus Systems
001E9F	Visioneering Systems
001EA0	XLN-t
001EF4	L-3 Display Systems
001EF9	Pascom Kommunikations Systeme
001EFA	PROTEI
001EE8	Mytek
001EED	Adventiq
001EE7	Epic Systems
001ED7	H-Stream Wireless
001E6B	Cisco SPVTG
001E72	PCS
001E66	RESOL Elektronische Regelungen
001E5F	KwikByte
001E53	Further
001E9A	HAMILTON Bonaduz
001E93	CiriTech Systems
001E8E	Hunkeler
001E88	Andor System Support
001E82	SanDisk
001E81	CNB
001E7C	Taiwick
001E77	Air2App
001F50	Swissdis
001F49	Manhattan TV
001F4A	Albentia Systems S.A
001F44	GE Transportation Systems
001F2F	Berker
001F34	Lung Hwa
001F28	HPN Supply Chain
001FD5	MICRORISC s.r.o
001FD6	Shenzhen Allywll
001FD0	Giga-Byte
001FC9	Cisco
001FBD	Kyocera Wireless
001FB1	Cybertech
001FB6	Chi Lin
001D02	Cybertech Telecom Development
001CF6	Cisco
001CEA	Scientific-Atlanta
001CE9	Galaxy
001CE5	MBS
001CE0	Dasan TPS
001CD9	GlobalTop
001CD2	King Champion
001CCD	Alektrona
001CC6	ProStor Systems
001CBA	VerScient
001CB0	Cisco
001CB5	Neihua Network
001CB6	Duzon CNT
001CA9	Audiomatica Srl
001D5F	OverSpeed SARL
001D53	S&O
001D4E	TCM Mobile
001D4D	Adaptive Recognition Hungary
001D49	Innovation Wireless
001D3D	Avidyne
001D43	Shenzhen G-link Digital
001E17	STN
001E1C	SWS Australia
001E12	Ecolab
001E0D	Micran
001E06	Wibrain
001DFF	Network Critical Solutions
001E00	Shantou Institute Of Ultrasonic Instruments
001DF3	SBS Science
001DEE	Nextvision Sistemas Digitais de Televis?O
001DED	Grid Net
001DDE	Zhejiang Broadcast&Television
001DE7	Marine Sonic
001DD7	Algolith
001DD8	Microsoft
001DCB	Ex?ns Development
001DC6	SNR
001DC5	Beijing Jiaxun Feihong Electricial
001DBF	Radiient
001DB8	Intoto
001D36	Electronics Of India
001D31	Highpro R&D
001D2A	Shenzhen BUL-Tech
001D23	Sensus
001D24	Aclara Power-Line Systems
001D1B	Sangean
001D1E	Kyushu TEN
001D15	Shenzhen Dolphin
001D0E	Agapha
001DB3	HPN Supply Chain
001DAE	Chang Tseng
001DA9	Castles
001DA2	Cisco
001D9C	Rockwell Automation
001D9B	Hokuyo Automatic
001D96	WatchGuard Video
001D8F	PureWave Networks
001D8A	TechTrex
001D89	VaultStor
001D7F	Tekron
001D83	Emitech
001D79	Signamax
001D66	Hyundai Telecom
001D6D	Confidant
001E42	Teltonika
001E3C	Lyngbox Media
001E2F	DiMoto
001E36	Ipte
001E29	Hypertherm
001E23	Electronic Educational Devices
001C0C	TANITA
001C06	Siemens Numerical Control
001BFF	Millennia Media
001BFA	G.i.N. mbH
001BE3	Health Hero Network
001BE5	802automation
001BE4	Townet SRL
001BDE	Renkus-Heinz
001BD2	ULTRA-X ASIA PACIFIC
001C6B	CoVAX
001C64	Landis+Gyr
001C5F	Winland
001C53	Synergy Lighting Controls
001C58	Cisco
001C4E	TASA
001C47	Hangzhou Hollysys Automation
001C49	Zoltan
001C48	WiDeFi
001C3B	AmRoad
001C42	Parallels
001B72	Sicep s.p.a
001B6D	Midtronics
001B6B	Swyx Solutions
001B6C	LookX Digital Media
001B66	Sennheiser
001B5F	Alien
001B5A	Apollo Imaging
001B53	Cisco
001B47	Futarque
001B4C	Signtech
001B4E	Navman New Zealand
001B40	Network Automation mxc
001C9E	Dualtech IT
001C97	Enzytek
001C98	Lucky
001C92	Tervela
001C8B	MJ Innovations
001C86	Cranite Systems
001C85	Eunicorn
001C81	NextGen Venturi
001C72	Mayer & Cie
001C77	Prodys
001B34	Focus System
001B39	Proxicast
001B3B	Yi-Qing
001B28	Polygon
001B2D	Med-Eng Systems
001B1F	DELTA - Danish
001B18	Tsuken Electric
001B13	Icron
001B0C	Cisco
001BA7	Lorica Solutions
001BA2	IDS Imaging Development Systems
001B96	General Sensing
001B9B	Hose-McCann
001B8F	Cisco
001B85	MAN Diesel SE
001B7E	Beckmann
001B79	Faiveley Transport
001C36	iNEWiT
001C2F	Pfister
001C28	Sphairon
001C1E	emtrion
001C19	secunet Security Networks
001C0B	SmartAnt Telecom
001C0D	G-Technology
001BCB	Pempek Systems
001BC4	Ultratec
001BAE	Micro Control Systems
001BA8	UBI&MOBI
001B05	YMC
001B00	Neopost
001AF9	AeroVIronment
001AEF	Loopcomm
001AE3	Cisco
001AEA	Radio Terminal Systems
001A26	Deltanode Solutions
001A2B	Ayecom
001A1F	Coastal Environmental Systems
001A1A	Gentex/Electro-Acoustic
001A13	Wanlida Group
001A0E	Cheng Uei Precision
001A0C	Swe-Dish Satellite Systems
001A07	Arecont Vision
001A00	Matrix
001AD0	Albis
001AD5	KMC Chain
001AD7	Christie Digital Systems
001AC9	Suzuken
001ABA	Caton Overseas
001ABF	TRUMPF Laser Marking Systems
001A81	Zelax
001A88	Venergy
001A7A	Lismore Instruments
001A70	Cisco-Linksys
001A72	Mosart Semiconductor
001A64	IBM
001A56	ViewTel
001A5B	NetCare
001A5F	KitWorks.fi
0019B6	Euro Emme s.r.l
0019A3	asteel
0019A8	WiQuest
0019AA	Cisco
0019AF	Rigol
001997	Soft Device Sdn Bhd
00199C	Ctring
001A43	Logical Link
001A48	Takacom
001A4A	Qumranet
001A3C	Technowave
001A30	Cisco
001A35	BARTEC
001A37	Lear
0019F2	Teradyne K.K
0019F7	Onset
0019DF	Thomson
0019E6	Toyo Medic
0019EB	Pyronix
0019CC	RCG
0019D3	TRAK Microwave
0019D8	Maxfor
0019C2	Equustek Solutions
00198B	Novera Optics Korea
00198D	Ocean Optics
001986	Cheng Hongjian
001973	Zeugma Systems
00197A	MAZeT
001967	TELDAT Sp.J
00196C	Etrovision
00196E	Metacom
001AAC	Corelatus
001AAE	Savant Systems
001AB3	Visionite
001AA7	Torian Wireless
001A9E	ICON Digital
001AA3	Delorme
001AA5	BRN Phoenix
001AA4	Future University-Hakodate
001A97	fitivision
001A8D	AVECS Bergen
001962	Commerciant
00195D	ShenZhen XinHuaTong Opto
001951	NETCONS
001956	Cisco
00194A	Testo
001943	Belden
001873	Cisco
001875	AnaCise Testnology
00187A	Wiremold
00186E	3Com
00185E	Nexterm
001860	SIM Group Shanghai Simcom
001865	Siemens Healthcare Diagnostics Manufacturing
001903	Bigfoot Networks
0018F9	VVOND
0018F2	Beijing Tianyu Equipment
0018EB	Blue Zen
0018ED	Accutech Ultrasystems
0018E6	Computer Hardware Design SIA
0018DF	Morey
001937	CommerceGuard
00192E	Spectral Instruments
001932	Gude Analog- und Digialsysteme
001922	CM Comandos Lineares
001927	ImCoSys
001929	2M2B Montadora de Maquinas Bahia Brasil
00190F	Advansus
001916	PayTec
00191B	Sputnik
001908	Duaxes
00190A	Hasware
0017D6	Bluechips Microhouse
0017DB	Canko
0017CC	Alcatel-Lucent
0017C5	SonicWALL
0017B9	Gambro Lundia
0017BE	Tratec Telecom B.V
0017C0	PureTech Systems
001852	StorLink Semiconductors
001859	Strawberry Linux
00184B	Las Vegas Gaming
001846	Crypto S.A
001829	Gatsometer
001835	Thoratec / ITC
001824	Kimaldi
001822	CEC Telecom
0017B2	SK Telesys
0017AD	AceNet
0017A6	Yosin
0017A1	3soft
00179C	DEPRAG SCHULZ u
001790	HYUNDAI DIGITECH
001795	Cisco
0018CE	Dreamtech
0018D3	Teamcast
0018C2	Firetide
0018C4	Raba
0018C9	EOps
0018BD	Shenzhen Dvbworld
0018B1	IBM
0018B6	S3C
0018A3	Zippy
